norm.name	RBN011364-002.horizon.GI50_nm	RBN011595-001.horizon.GI50_nm	RBN011628-001.horizon.GI50_nm	RBN011364-002.horizon.IC50_nm	RBN011595-001.horizon.IC50_nm	RBN011628-001.horizon.IC50_nm	RBN011364-002.horizon.Delta.1um	RBN011595-001.horizon.Delta.1um	RBN011628-001.horizon.Delta.1um	RBN011364-002.horizon.EMax.1um.fixed	RBN011595-001.horizon.EMax.1um.fixed	RBN011628-001.horizon.EMax.1um.fixed	Response.group
SKOV3	9069.57259570159	10000	2949.45665645053	10000	3421.011523814	2844.9279759212	3.96463062823204	6.50650566740296e-05	6.53488669469388	99.3278767696605	98.7318680694246	97.6051589854723	Nonresponder
SNGM	10000	10000	3315.30692962297	9650.58433744168	10000	720.313841719455	1.4210854715202e-14	4.64197071892158e-07	46.1172076820546	114.474917518054	113.527931658824	68.5150174456643	Nonresponder
SNU1033	8275.48554453013	4409.48041307026	3402.2367812791	7856.19374132046	2504.38452264893	3435.19024180972	5.20012639526612e-06	9.73054285028439	0.00292678453681106	112.923384041052	100.78094908686	101.857463348446	Nonresponder
SNU175	10000	10000	707.666113525779	14.1707054528149	10000	859.202424226539	12.183373849438	5.64447476787333	77.2755550004168	90.0695203814001	94.9012316999065	22.3518487873511	Nonresponder
SNU620	3612.98976824842	8112.43368844659	1581.51908533733	3621.2399930126	8189.63973985755	1908.48681430836	6.20559276853783e-07	2.66242271607098e-06	14.711930252828	90.8888688268229	92.5000652128762	72.8780147651063	Nonresponder
SNU719	599.001610984155	1353.68579457345	1887.6322010539	10000	10000	2172.93966259847	49.7042223997143	39.6340903686164	15.542965099157	42.455701985797	54.2629357923681	73.8487251515839	Nonresponder
SNU81	1406.01290012219	10000	51.2751706008375	10000	9.62110390762371	332.414964904402	38.2747279032497	63.0969656008056	73.4510922965886	55.1149466563388	53.7662513813275	12.2799002075371	Responder
SNUC4	7958.67683274928	10000	903.213763232049	10000	9557.02386205003	995.190733886314	2.94797524640872	2.61132410433888	53.8098344674831	92.1605145520698	93.3523937958561	43.1241739553122	Nonresponder
SW48	3688.71080639742	10000	1225.6785591726	3579.96895973897	8256.33901048066	1112.708161347	9.01854731694129e-06	0.00612281489343047	37.386183812756	93.097578732728	93.8095715249986	59.2338695319239	Nonresponder
SW480	3733.68555327597	10000	1268.88476033264	3614.26978423004	10000	969.412397748505	6.65182710690715e-07	1.07864358396213	35.0081569331656	95.4888369199684	95.2391094398325	57.1536062009056	Nonresponder
SW620	608.191661107539	1064.05746843731	10000	274.955554364906	256.230998335814	2.99285592262909	45.2002935785951	43.8741677852295	24.2856565714529	45.2804009651746	50.5431033486713	73.3380649729853	Responder
SW900	91.5561843511352	343.352118965528	96.2692480968896	123.892970154449	300.803816714661	75.0102974902355	82.4129132574507	66.9754296828276	72.65765633215	16.3882598836614	33.6005357484177	25.6518656855773	Responder
T3M10	23.7595123030679	233.798920162409	0.93522128744488	34.5601047240492	10000	0.272616497268022	80.7121840831063	61.8706227446553	55.9224674542575	7.68642459388266	23.8957288576914	37.0564408264008	Responder
T47D	3930.68153173448	8907.74461061857	231.005316109558	3887.68130816937	10000	918.456658663654	3.35193607617011	3.87719439345346e-05	67.9416938324176	84.3759899360996	80.5979673447485	16.3059034899887	Nonresponder
TE10	10000	10000	1249.07759212044	10000	1039.41683917357	7060.55778829301	13.785207415876	8.52838971424806	46.8421132371105	94.3677787279231	94.9217892288753	54.4891239336956	Nonresponder
TE5	6172.80191397049	6899.90054849058	806.411760172913	5486.03759894438	8663.32047304823	1072.37264740986	3.82422265795269	6.77458893419181	53.0383738047517	91.0405540710056	85.8360901037873	42.830483084148	Nonresponder
